text,annotations
i recommend this place to everyone .,"[('place', 'restaurant general', 'positive', 'recommend')]"
great food .,"[('food', 'food quality', 'positive', 'great')]"
one of my favorite places in brooklyn .,"[('null', 'restaurant general', 'positive', 'favorite')]"
"the pastas are incredible , the risottos ( particularly the sepia ) are fantastic and the braised rabbit is amazing .","[('pastas', 'food quality', 'positive', 'incredible')]"
overpriced and not tasty,"[('null', 'food prices', 'negative', 'overpriced')]"
it was totally overpriced - fish and chips was about $ 15 . . . .,"[('null', 'food prices', 'negative', 'overpriced')]"
tasty dog !,"[('dog', 'food quality', 'positive', 'tasty')]"
"an awesome organic dog , and a conscious eco friendly establishment .","[('dog', 'food quality', 'positive', 'awesome')]"
one of the best hot dogs i have ever eaten .,"[('null', 'food quality', 'positive', 'best')]"
ca n ' t wait to go back .,"[('null', 'restaurant general', 'positive', 'null')]"
but the best pork souvlaki i ever had is the main thing .,"[('pork souvlaki', 'food quality', 'positive', 'best')]"
run do n ' t walk .,"[('null', 'restaurant general', 'positive', 'null')]"
super yummy pizza !,"[('pizza', 'food quality', 'positive', 'yummy')]"
i was visiting new york city with a friend and we discovered this really warm and inviting restaurant .,"[('restaurant', 'ambience general', 'positive', 'warm')]"
"i looove their eggplant pizza , as well as their pastas !","[('eggplant pizza', 'food quality', 'positive', 'looove')]"
"we had half / half pizza , mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza !","[('half / half pizza', 'food style options', 'positive', 'huge')]"
"we had fun eating in there , we were there like around 3 a . m . in the morning !","[('null', 'restaurant general', 'positive', 'fun')]"
"excellent food , although the interior could use some help .","[('food', 'food quality', 'positive', 'excellent')]"
great sake !,"[('sake', 'drinks quality', 'positive', 'great')]"
"reliable , fresh sushi","[('sushi', 'food quality', 'positive', 'reliable')]"
the sashimi is always fresh and the rolls are innovative and delicious .,"[('sashimi', 'food quality', 'positive', 'fresh')]"
have never had a problem with service save a missing rice once .,"[('service', 'service general', 'positive', 'problem')]"
delivery can be spot on or lacking depending on the weather and the day of the week .,"[('delivery', 'service general', 'negative', 'lacking')]"
delivery guy sometimes get upset if you do n ' t tip more than 10 % .,"[('delivery guy', 'service general', 'negative', 'upset')]"
best . sushi . ever .,"[('sushi', 'food quality', 'positive', 'best')]"
this place has ruined me for neighborhood sushi .,"[('sushi', 'food quality', 'positive', 'ruined')]"
"creative , consistent , fresh .","[('null', 'food quality', 'positive', 'fresh')]"
"excellent sashimi , and the millennium roll is beyond delicious .","[('sashimi', 'food quality', 'positive', 'excellent')]"
not cheap but very yummy .,"[('null', 'food prices', 'negative', 'not cheap')]"
"very , very nice","[('null', 'restaurant general', 'positive', 'nice')]"
not only is the food,"[('null', 'restaurant general', 'positive', 'null')]"
loved it,"[('null', 'restaurant general', 'positive', 'loved')]"
we had a very nice time .,"[('null', 'restaurant general', 'positive', 'nice')]"
"the waiter was attentive , the food was delicious and the views of the city were great .","[('waiter', 'service general', 'positive', 'attentive')]"
i ' d definitely go back again .,"[('null', 'restaurant general', 'positive', 'null')]"
great place to relax and enjoy your dinner,"[('place', 'ambience general', 'positive', 'great')]"
there is something about their atmosphere that makes me come back nearly every week .,"[('atmosphere', 'ambience general', 'positive', 'null')]"
"place is open till late , no dress code .","[('place', 'restaurant miscellaneous', 'positive', 'null')]"
good food : my favorite is the seafood spaghetti .,"[('food', 'food quality', 'positive', 'good')]"
excellent food for great prices,"[('food', 'food quality', 'positive', 'excellent')]"
my husband and i have been sold on this from the first visit .,"[('null', 'restaurant general', 'positive', 'null')]"
the wait staff is very courteous and accomodating .,"[('wait staff', 'service general', 'positive', 'courteous')]"
"the space is limited so be prepared to wait up to 45 minutes - 1 hour , but be richly rewarded when you savor the delicious indo - chinese food .","[('space', 'ambience general', 'negative', 'limited')]"
there are no negatives to speak of .,"[('null', 'restaurant general', 'positive', 'no negatives')]"
the bestt !,"[('null', 'restaurant general', 'positive', 'bestt')]"
my favorite place lol,"[('place', 'restaurant general', 'positive', 'favorite')]"
its alright,"[('null', 'restaurant general', 'neutral', 'alright')]"
"im not necessarily fanatical about this place , but it was a fun time for low pirces .","[('place', 'restaurant general', 'positive', 'fanatical')]"
"lobster was good , nothing spectacular .","[('lobster', 'food quality', 'neutral', 'good')]"
"its just a fun place to go , not a five star restaraunt .","[('restaraunt', 'restaurant general', 'neutral', 'five star')]"
had no flavor and the staff is rude and not attentive .,"[('staff', 'service general', 'negative', 'rude')]"
would never go back,"[('null', 'restaurant general', 'negative', 'null')]"
i was n ' t here for the pizza so i ca n ' t comment on that yet but what i had was very good .,"[('null', 'food quality', 'positive', 'good')]"
everyone was smiling so that made me feel welcome .,"[('null', 'service general', 'positive', 'welcome')]"
i ordered the vitello alla marsala and i was pretty impressed .,"[('vitello alla marsala', 'food quality', 'positive', 'impressed')]"
the veal and the mushrooms were cooked perfectly .,"[('veal', 'food quality', 'positive', 'perfectly')]"
the potato balls were not dry at all . . . in fact it was buttery .,"[('potato balls', 'food quality', 'positive', 'not dry')]"
the only downside . . . they only take cash which is ok if you know about it ahead of time .,"[('null', 'restaurant miscellaneous', 'negative', 'downside')]"
i ' ll be back for sure .,"[('null', 'restaurant general', 'positive', 'null')]"
worst place on smith street in brooklyn,"[('place', 'restaurant general', 'negative', 'worst')]"
"very immature bartender , didnt know how to make specific drinks , service was so slowwwww , the food was not fresh or warm , waitresses were busy flirting with men at the bar and werent very attentive to all the customers .","[('bartender', 'service general', 'negative', 'immature')]"
i would never recommend this place to anybody even for a casual dinner .,"[('place', 'restaurant general', 'negative', 'never recommend')]"
awesome,"[('null', 'restaurant general', 'positive', 'awesome')]"
the food is always fresh . . .,"[('food', 'food quality', 'positive', 'fresh')]"
overpriced japanese food with mediocre service,"[('japanese food', 'food prices', 'negative', 'overpriced')]"
went here on sat 1 / 26 and was disappointed .,"[('null', 'restaurant general', 'negative', 'disappointed')]"
food was luke warm .,"[('food', 'food quality', 'negative', 'luke warm')]"
i was looking for banana tempura for dessert and they dont have .,"[('dessert', 'food style options', 'negative', 'null')]"
not because you are ` ` the four seasons ` ` . . . – you are allowed to charge an arm and a leg for a romatic dinner .,"[('the four seasons', 'restaurant prices', 'negative', 'null')]"
"the food was excellent as well as service , however , i left the four seasons very dissappointed .","[('food', 'food quality', 'positive', 'excellent')]"
i do not think dinner in manhattan should cost $ 400 . 00 where i am not swept off my feet .,"[('dinner', 'food prices', 'negative', 'null')]"
"red dragon roll - my favorite thing to eat , of any food group - hands down","[('red dragon roll', 'food quality', 'positive', 'favorite')]"
"if you do n ' t like it , i do n ' t know what to tell you .","[('null', 'food quality', 'positive', 'null')]"
the seafood dynamite is also otherworldly .,"[('seafood dynamite', 'food quality', 'positive', 'otherworldly')]"
i ' m not even going to bother to describe it ; it speaks for itself .,"[('null', 'food quality', 'positive', 'null')]"
"an unpretentious spot in park slope , the sushi is consistently good , the service is pleasant , effective and unassuming .","[('spot', 'ambience general', 'positive', 'unpretentious')]"
"in the summer months , the back garden area is really nice .","[('back garden area', 'ambience general', 'positive', 'nice')]"
"the dancing , white river and millenium rolls are musts .","[('dancing , white river and millenium rolls', 'food quality', 'positive', 'musts')]"
so good,"[('null', 'restaurant general', 'positive', 'good')]"
i can eat here every day of the week really lol love this place . . . ),"[('place', 'restaurant general', 'positive', 'love')]"
gross food – wow -,"[('food', 'food quality', 'negative', 'gross')]"
i ca n ' t remember the last time i had such gross food in new york .,"[('food', 'food quality', 'negative', 'gross')]"
and $ 11 for a plate of bland guacamole ?,"[('guacamole', 'food quality', 'negative', 'bland')]"
"do n ' t get me started on the margaritas , either .","[('margaritas', 'drinks quality', 'negative', 'null')]"
mine tasted like the bartender had forgotten to add the tequila .,"[('null', 'drinks quality', 'negative', 'null')]"
"oh , and i never write reviews - - i just was so moved by how bad this place was , i felt it was my duty to spread the word .","[('place', 'restaurant general', 'negative', 'bad')]"
great indian food !,"[('indian food', 'food quality', 'positive', 'great')]"
when i got there the place was packed but they made sure to seat me quickly .,"[('null', 'service general', 'positive', 'null')]"
"the food was good , the place was clean and affordable .","[('food', 'food quality', 'positive', 'good')]"
i noticed alot of indian people eatting there which is a great sign for an indian place !,"[('indian place', 'restaurant miscellaneous', 'positive', 'great')]"
"this is one of my favorite spot , very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .","[('food', 'food quality', 'positive', 'great')]"
the staff is very good .,"[('staff', 'service general', 'positive', 'good')]"
love their drink menu .,"[('drink menu', 'drinks style options', 'positive', 'love')]"
i highly recommend this beautiful place .,"[('place', 'ambience general', 'positive', 'recommend')]"
nice for one time special occasion .,"[('null', 'restaurant miscellaneous', 'positive', 'nice')]"
they honored reservation on sunday afternoon very well .,"[('null', 'service general', 'positive', 'well')]"
we were offered water for the table but were not told the voss bottles of water were $ 8 a piece .,"[('voss bottles of water', 'drinks prices', 'negative', 'null')]"
food was ok .,"[('food', 'food quality', 'neutral', 'ok')]"
nice view of river and nyc .,"[('view of river and nyc', 'location general', 'positive', 'nice')]"
i come here enjoy very much with husband .,"[('null', 'restaurant general', 'positive', 'enjoy')]"
remind me of home .,"[('null', 'restaurant miscellaneous', 'positive', 'null')]"
great survice,"[('survice', 'service general', 'positive', 'great')]"
mmmmmmmmmmmmmmm so delicious,"[('null', 'food quality', 'positive', 'delicious')]"
a beautifully designed dreamy egyptian restaurant that gets sceney at night .,"[('egyptian restaurant', 'ambience general', 'positive', 'dreamy')]"
watch the talented belly dancers as you enjoy delicious baba ganoush that ' s more lemony than smoky .,"[('baba ganoush', 'food quality', 'positive', 'enjoy delicious')]"
"oh , and there ' s hookah .","[('hookah', 'ambience general', 'positive', 'null')]"
raymond the bartender rocks !,"[('raymond', 'service general', 'positive', 'rocks')]"
pacifico is a great place to casually hang out .,"[('pacifico', 'restaurant miscellaneous', 'positive', 'great')]"
"the drinks are great , especially when made by raymond .","[('drinks', 'drinks quality', 'positive', 'great')]"
the omlette for brunch is great . . .,"[('omlette for brunch', 'food quality', 'positive', 'great')]"
"quacamole at pacifico is yummy , as are the wings with chimmichuri .","[('quacamole', 'food quality', 'positive', 'yummy')]"
a weakness is the chicken in the salads .,"[('chicken in the salads', 'food quality', 'negative', 'weakness')]"
"it ' s just average , just shredded , no seasoning on it .","[('null', 'food quality', 'negative', 'average')]"
"also , i personally was n ' t a fan of the portobello and asparagus mole .","[('portobello and asparagus mole', 'food quality', 'negative', 'fan')]"
"overall , decent food at a good price , with friendly people .","[('food', 'food quality', 'positive', 'decent')]"
best indian restaurant in the city,"[('indian restaurant', 'restaurant general', 'positive', 'best')]"
this small astoria souvlaki spot makes what many consider the best gyros in new york .,"[('gyros', 'food quality', 'positive', 'best')]"
"what really makes it shine is the food , which is aggressively seasoned with cyrpriot spices , and all made in - house ( even the gyro meat and sausages ) , and made of much higher quality ingredients that might otherwise be expected .","[('food', 'food quality', 'positive', 'shine')]"
"all the various greek and cypriot dishes are excellent , but the gyro is the reason to come - - if you do n ' t eat one your trip was wasted .","[('greek and cypriot dishes', 'food quality', 'positive', 'excellent')]"
best restaurant in brooklyn,"[('restaurant', 'restaurant general', 'positive', 'best')]"
the best !,"[('null', 'restaurant general', 'positive', 'best')]"
"great food , amazing service , this place is a class act .","[('food', 'food quality', 'positive', 'great')]"
the veal was incredible last night .,"[('veal', 'food quality', 'positive', 'incredible')]"
"fresh , mind blowing flavors .","[('null', 'food quality', 'positive', 'fresh')]"
this place is a must visit !,"[('place', 'restaurant general', 'positive', 'must visit')]"
"delicious , creative and fun .","[('null', 'food quality', 'positive', 'delicious')]"
got a date ? go here !,"[('null', 'restaurant general', 'positive', 'null')]"
every time i have a special occasion with my boyfriend i have a hard time going anywhere else .,"[('null', 'restaurant miscellaneous', 'positive', 'null')]"
it is so romantic .,"[('null', 'ambience general', 'positive', 'romantic')]"
"its dark , and cozy . . there is always jazz music playing when we go .","[('null', 'ambience general', 'positive', 'cozy . .')]"
most of the booths allow you to sit next to eachother without looking like ' that ' couple .,"[('booths', 'ambience general', 'positive', 'null')]"
the food is all shared so we get to order together and eat together .,"[('food', 'food style options', 'positive', 'shared')]"
i ' ve enjoyed 99 % of the dishes we ' ve ordered with the only exceptions being the occasional too - authentic - for - me dish ( i ' m a daring eater but not that daring ) .,"[('dishes', 'food quality', 'positive', 'enjoyed')]"
once you try it for a special occasion beware . . you ca n ' t stop !,"[('null', 'restaurant miscellaneous', 'positive', 'null')]"
"you ' ll be there for every anniversary , birthday , valentines day . . .","[('null', 'restaurant miscellaneous', 'positive', 'null')]"
for a fabulous wedding !,"[('null', 'restaurant miscellaneous', 'positive', 'fabulous')]"
everyone raved about the atmosphere ( elegant rooms and absolutely incomparable views ) and the fabulous food !,"[('atmosphere', 'ambience general', 'positive', 'raved')]"
service was wonderful ;,"[('service', 'service general', 'positive', 'wonderful')]"
everyone was cheerfully cooperative and helpful .,"[('null', 'service general', 'positive', 'cheerfully cooperative')]"
"paul , the maitre d ' , was totally professional and always on top of things .","[('paul', 'service general', 'positive', 'professional')]"
thank you everyone at water ' s edge .,"[(""water ' s edge"", 'restaurant general', 'positive', 'null')]"
would not go back .,"[('null', 'restaurant general', 'negative', 'null')]"
"service ok but unfriendly , filthy bathroom .","[('service', 'service general', 'negative', 'ok')]"
"the bar drinks were eh , ok to say the least .","[('bar drinks', 'drinks quality', 'negative', 'ok')]"
the stuff tilapia was horrid . . . tasted like cardboard .,"[('stuff tilapia', 'food quality', 'negative', 'horrid')]"
"we thought the dessert would be better , wrong !","[('dessert', 'food quality', 'negative', 'null')]"
$ 170 down the toilet . . .,"[('null', 'restaurant general', 'negative', 'null')]"
"oh speaking of bathroom , the mens bathroom was disgusting .","[('mens bathroom', 'ambience general', 'negative', 'disgusting')]"
"the floor was wet , the trash can filled with hand towels n all over the floor , no soap , and no hand towels left .","[('null', 'ambience general', 'negative', 'null')]"
good experience,"[('null', 'restaurant general', 'positive', 'good')]"
the wine list was extensive - though the staff did not seem knowledgeable about wine pairings .,"[('wine list', 'drinks style options', 'positive', 'extensive')]"
the bread we received was horrible - rock hard and cold - and the ` ` free ' ' appetizer of olives was disappointing .,"[('bread', 'food quality', 'negative', 'horrible')]"
"however , our main course was wonderful .","[('main course', 'food quality', 'positive', 'wonderful')]"
i had fish and my husband had the filet - both of which exceeded our expectations .,"[('fish', 'food quality', 'positive', 'exceeded our expectations')]"
"the dessert ( we had a pear torte ) was good - but , once again , the staff was unable to provide appropriate drink suggestions .","[('pear torte', 'food quality', 'positive', 'good')]"
when we inquired about ports - the waitress listed off several but did not know taste variations or cost .,"[('waitress', 'service general', 'negative', 'null')]"
"all in all , i would return - as it was a beautiful restaurant - but i hope the staff pays more attention to the little details in the future .","[('restaurant', 'restaurant general', 'positive', 'beautiful')]"
"short and sweet – seating is great : it ' s romantic , cozy and private .","[('seating', 'ambience general', 'positive', 'short')]"
the boths are not as small as some of the reviews make them out to look they ' re perfect for 2 people .,"[('boths', 'ambience general', 'positive', 'not as small')]"
the service was extremely fast and attentive ( thanks to the service button on your table ) but i barely understood 1 word when the waiter took our order .,"[('service', 'service general', 'positive', 'fast')]"
over all the looks of the place exceeds the actual meals .,"[('looks', 'ambience general', 'positive', 'exceeds')]"
so what you really end up paying for is the restaurant not the food .,"[('restaurant', 'restaurant prices', 'negative', 'null')]"
will prob . not return but it is a great dinning experience to try at least once .,"[('null', 'restaurant general', 'negative', 'null')]"
noodle pudding is exactly the type of service and food i enjoy .,"[('service', 'service general', 'positive', 'enjoy')]"
"servers are all different , greg is my favorite .","[('greg', 'service general', 'positive', 'favorite')]"
"sometimes tables do n ' t understand his sense of humor but it ' s refreshing to have a server who has personality , professionalism , and respects the privacy of your dinner .","[('server', 'service general', 'positive', 'null')]"
this is the first place i ' ve been that a runner remembers my order . . . hope he likes his job because i have half a mind to steal him for my restaurant .,"[('runner', 'service general', 'positive', 'null')]"
prices are fair across the board for both food and bev .,"[('food', 'food prices', 'positive', 'fair')]"
"i go out to eat and like my courses , servers are patient and never rush courses or force another drink .","[('servers', 'service general', 'positive', 'patient')]"
amazing fresh dogs but best of all endless toppings ! ! !,"[('dogs', 'food quality', 'positive', 'amazing')]"
this place had all the trimmings and i mean all .,"[('trimmings', 'food style options', 'positive', 'null')]"
"peppers , onions , relish , chilli , cheeses , you name it .","[('null', 'food style options', 'positive', 'null')]"
amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out ! ! ! !,"[('hot dog', 'food quality', 'positive', 'amazing fun')]"
best dining experience in the west village !,"[('null', 'restaurant general', 'positive', 'best')]"
stepping into casa la femme last night was a true experience unlike any other in new york !,"[('casa la femme', 'restaurant general', 'positive', 'true')]"
highly impressed from the decor to the food to the hospitality to the great night i had !,"[('decor', 'ambience general', 'positive', 'impressed')]"
the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for !,"[('cocktail with citrus vodka and lemon and lime juice and mint leaves', 'drinks quality', 'positive', 'great')]"
we were drawn into the belly dancing show that captivated the crowd .,"[('belly dancing show', 'ambience general', 'positive', 'captivated')]"
i never write on these sites but this restaurant is def worth commending !,"[('restaurant', 'restaurant general', 'positive', 'worth')]"
maggot in the food !,"[('food', 'food quality', 'negative', 'null')]"
"the menu looked great , and the waiter was very nice , but when the food came , it was average .","[('menu', 'food style options', 'positive', 'great')]"
"nevertheless , i finished my plate , and that ' s when i found a maggot in mushroom sauce at the bottom .","[('mushroom sauce', 'food quality', 'negative', 'null')]"
"i showed it to the manager , and he smilingly apologized and brought us two free desserts ( but did not ask us what we wanted and so brought the last two desserts we would have asked for ) .","[('manager', 'service general', 'negative', 'null')]"
"the manager finally said he would com # # p the two glasses of wine ( which cost less than the food ) , and made it seem like a big concession .","[('manager', 'service general', 'negative', 'null')]"
we paid and left because we did n ' t feel like arguing any more .,"[('null', 'service general', 'negative', 'null')]"
"i have worked in restaurants and cook a lot , and there is no way a maggot should be able to get into well prepared food .","[('food', 'food quality', 'negative', 'well prepared')]"
"for a restaurant with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent customer service .","[('restaurant', 'restaurant miscellaneous', 'positive', 'good reputation')]"
unhygienic,"[('null', 'food quality', 'negative', 'unhygienic')]"
i do not recommend .,"[('null', 'restaurant general', 'negative', 'not recommend')]"
i got hair in my food 2 times of then !,"[('food', 'food quality', 'negative', 'null')]"
"great place , great value .","[('place', 'restaurant general', 'positive', 'great')]"
"the food is flavorful , plentiful and reasonably priced .","[('food', 'food quality', 'positive', 'flavorful')]"
the atmosphere is relaxed and casual .,"[('atmosphere', 'ambience general', 'positive', 'relaxed')]"
it ' s a great place to order from or sit - in .,"[('place', 'restaurant miscellaneous', 'positive', 'great')]"
awesome,"[('null', 'restaurant general', 'positive', 'awesome')]"
"inexpensive , unassuming , great time !","[('null', 'restaurant prices', 'positive', 'inexpensive')]"
sushi experience was unbelievable with my fiance .,"[('sushi', 'food quality', 'positive', 'unbelievable')]"
try it !,"[('null', 'restaurant general', 'positive', 'null')]"
very pleased,"[('null', 'restaurant general', 'positive', 'pleased')]"
good creative rolls !,"[('rolls', 'food quality', 'positive', 'good')]"
"yamato is an excellent place to go if youre not into sashimi , or if you have friends who doesnt like sushi much .","[('yamato', 'restaurant miscellaneous', 'positive', 'excellent')]"
"they have great rolls , the triple color and norwegetan rolls , are awesome and filling .","[('rolls', 'food quality', 'positive', 'great')]"
"one special roll and one regular roll is enough to fill you up , but save room for dessert !","[('dessert', 'food quality', 'positive', 'save room')]"
"they have a delicious banana chocolate dessert , as well as a great green tea tempura .","[('banana chocolate dessert', 'food quality', 'positive', 'delicious')]"
the appetizers are also delicious !,"[('appetizers', 'food quality', 'positive', 'delicious')]"
mazing interior .,"[('interior', 'ambience general', 'negative', 'mazing')]"
great food !,"[('food', 'food quality', 'positive', 'great')]"
i ' ve had my fair share of modern japanese and this spot delivers .,"[('modern japanese', 'food quality', 'positive', 'delivers')]"
"the atmosphere was pretty nice but had a bit lacking , which it tries to make up for with a crazy scheme of mirrors .","[('atmosphere', 'ambience general', 'positive', 'nice')]"
"if you ' re into being lost when you ' re just five feet from your table then hey , that ' s a good thing .","[('null', 'ambience general', 'negative', 'null')]"
despite the confusing mirrors this will likely be my go - to for modern japanese food for the foreseeable future .,"[('modern japanese food', 'food quality', 'positive', 'go - to for')]"
"indo chinese food , pretty good . . .","[('indo chinese food', 'food quality', 'positive', 'good')]"
not a very fancy place but very good chinese style indian food .,"[('place', 'ambience general', 'neutral', 'fancy')]"
"the chicken lollipop is my favorite , most of the dishes ( i have to agree with a previous reviewer ) are quite oily and very spicy , espeically the chilli chicken .","[('chicken lollipop', 'food quality', 'positive', 'favorite')]"
"my mom originally introduced me to this place , but even she ( being indian ) feels the food can be somewhat over the top spicy and far too oily .","[('food', 'food quality', 'negative', 'spicy')]"
still we keep going back : ),"[('null', 'restaurant general', 'positive', 'null')]"
i was speechless by the horrible food .,"[('food', 'food quality', 'negative', 'horrible')]"
"i attended a holiday dinner at the restaurant , and the food was majorly disappointing .","[('food', 'food quality', 'negative', 'disappointing')]"
"i was so stunned , and i left the dinner hungry and majorly disappointing .","[('null', 'restaurant general', 'negative', 'disappointing')]"
this place survives on reputation alone .,"[('place', 'restaurant miscellaneous', 'negative', 'null')]"
i will never return .,"[('null', 'restaurant general', 'negative', 'null')]"
best in all of nyc,"[('null', 'restaurant general', 'positive', 'best')]"
"this is the most wonderful restaurant in all of new york city , not just brooklyn . . .","[('restaurant', 'restaurant general', 'positive', 'wonderful')]"
"for 7 years they have put out the most tasty , most delicious food and kept it that way . . .","[('food', 'food quality', 'positive', 'tasty')]"
"never swaying , never a bad meal , never bad service . . .","[('meal', 'food quality', 'positive', 'never a bad')]"
you should travel from the bronx to try it . . .,"[('null', 'restaurant general', 'positive', 'null')]"
"great food , great wine list , great service in a great neighborhood . . .","[('food', 'food quality', 'positive', 'great')]"
so delicious ! ! ! ! ! !,"[('null', 'food quality', 'positive', 'delicious')]"
patsy ' s pizza = true love,"[(""patsy ' s pizza"", 'restaurant general', 'positive', 'true love')]"
hands down the best pizza on the planet .,"[('pizza', 'food quality', 'positive', 'best')]"
"in about 12 minutes , the thing is gone .","[('null', 'food quality', 'positive', 'null')]"
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside .,"[('hot dogs', 'food quality', 'positive', 'juicy')]"
great toppings definitely a place you need to check out for late night munchies or a mid day boost !,"[('toppings', 'food quality', 'positive', 'great')]"
great taste,"[('null', 'food quality', 'positive', 'great')]"
"great , original taste .","[('null', 'food quality', 'positive', 'great')]"
"for me dishes a little oily , but overall dining experience good .","[('dishes', 'food quality', 'negative', 'oily')]"
helpful service and average price per dish $ 10 .,"[('service', 'service general', 'positive', 'helpful')]"
great food,"[('food', 'food quality', 'positive', 'great')]"
this place has great indian chinese food .,"[('indian chinese food', 'food quality', 'positive', 'great')]"
the flavors are amazing and the value is phenomenal .,"[('null', 'food quality', 'positive', 'amazing')]"
"be prepared to wait , because the place is pretty tiny .","[('place', 'restaurant miscellaneous', 'negative', 'tiny')]"
"also , they do not take credit card so come with cash !","[('null', 'restaurant miscellaneous', 'neutral', 'null')]"
"even though the place is not beautiful , the food speaks for itself .","[('place', 'ambience general', 'negative', 'not beautiful')]"
"best indian chinese in the city , by far !","[('indian chinese', 'food quality', 'positive', 'best')]"
amazing my favorite ! ! !,"[('null', 'restaurant general', 'positive', 'favorite')]"
"i came across village underground by accident , now i go there all the time .","[('village underground', 'restaurant general', 'positive', 'null')]"
"the service is amazing , i ' ve had different waiters and they were all nice , which is a rare thing in nyc .","[('service', 'service general', 'positive', 'amazing')]"
"the dj is awesome , i have been there for my birthday and a bunch of other times with friends and i keep going back .","[('dj', 'ambience general', 'positive', 'awesome')]"
you can get a table without a reservation if you get there early i they do n ' t make you by bottles .,"[('null', 'service general', 'positive', 'null')]"
which lets face it . . . . at times it ' s a good thing .,"[('null', 'service general', 'positive', 'good')]"
in the end you end up with a fair tab and nothing but a great time ! ! !,"[('null', 'restaurant prices', 'positive', 'fair')]"
highly recommended !,"[('null', 'restaurant general', 'positive', 'recommended')]"
"one of the best , if not the best , restaurants in park slope ( and ny in general )","[('null', 'restaurant general', 'positive', 'best')]"
everything on the menu is great .,"[('menu', 'food quality', 'positive', 'great')]"
this establishment is the real deal .,"[('establishment', 'restaurant general', 'positive', 'real deal')]"
"wish ny had more of these kind of places : intimate , superb food , homey , top notch all the way around , certainly worth the wait .","[('food', 'food quality', 'positive', 'intimate')]"
but $ 500 for a dinner for two that did n ' t include wine ?,"[('dinner for two', 'food prices', 'negative', 'null')]"
"look , the appetizers were really good .","[('appetizers', 'food quality', 'positive', 'good')]"
the entree was also very good .,"[('entree', 'food quality', 'positive', 'good')]"
"ca n ' t argue about that , but they are clearly over priced .","[('null', 'food prices', 'negative', 'over priced')]"
what you are paying for is the environment and the name .,"[('environment', 'ambience general', 'neutral', 'null')]"
"yes , the place is classy and beautiful , but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while .","[('place', 'ambience general', 'negative', 'classy')]"
which of course is not real kobe but wagyu beef .,"[('null', 'food quality', 'negative', 'null')]"
surprised that a place of this caliber would advertise it as kobe .,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
vanison was good but not amazing .,"[('vanison', 'food quality', 'positive', 'good')]"
bison was quite excellent however .,"[('bison', 'food quality', 'positive', 'excellent')]"
dessert : pure disaster .,"[('dessert', 'food quality', 'negative', 'disaster')]"
just not good at all .,"[('null', 'food quality', 'negative', 'not good')]"
some pineapple covered in a glaze of some kind and some pear tart thing not impressive at all .,"[('null', 'food style options', 'negative', 'not impressive')]"
"i read reviews that called the restaurant too expensive and i thought to myself , but may be it is worth it .","[('restaurant', 'restaurant prices', 'negative', 'expensive')]"
"the four seasons has history and it is a sort of landmark of new york city restaurants , but trust me , they will charge you through the nose just so that you can say ` ` i ' ve been to the four seasons restaurant ' ' .","[('the four seasons', 'restaurant miscellaneous', 'neutral', 'null')]"
"all in all , the food was great ( except for the dessserts ) .","[('food', 'food quality', 'positive', 'great')]"
"if you are going for the food , it will not be worth it .","[('food', 'food quality', 'negative', 'worth')]"
"you would think they would make up for it with service , sadly , no .","[('service', 'service general', 'negative', 'sadly')]"
"service was just ok , it is not what you ' d expect for $ 500 .","[('service', 'service general', 'negative', 'ok')]"
terrible waste of money . . scammers,"[('null', 'restaurant general', 'negative', 'scammers')]"
i agree that dining at casa la femme is like no other dining experience !,"[('casa la femme', 'restaurant general', 'negative', 'null')]"
i am actually offended to have spent so much money on such a bad experience .,"[('null', 'restaurant general', 'negative', 'bad')]"
i literally just got back home after visiting casa la femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time .,"[('casa la femme', 'restaurant general', 'negative', 'offended')]"
"our visit their to say the least , was an unpleasant and costly experience !","[('null', 'restaurant general', 'negative', 'unpleasant')]"
and even more so unpleasant because it was so costly for such an unpleasant experience .,"[('null', 'restaurant general', 'negative', 'unpleasant')]"
we did arrive late for our reservation so i can not complain too much about the wait for a table .,"[('wait', 'service general', 'neutral', 'null')]"
although we were told 10 - 15 minutes and it was more like 45 minutes .,"[('null', 'service general', 'negative', 'null')]"
we were ushered to the bar to wait momentarily and upon arrival were so excited .,"[('null', 'restaurant general', 'positive', 'excited')]"
the place is beautiful !,"[('place', 'ambience general', 'positive', 'beautiful')]"
the hostess was very pleasant .,"[('hostess', 'service general', 'positive', 'pleasant')]"
our experience did not ever get any better .,"[('null', 'restaurant general', 'negative', 'null')]"
for each course we waited over 1 / 2 hour to 45 minutes and were never offered a drink .,"[('null', 'service general', 'negative', 'null')]"
we also asked for hooka six times and the waiter kept telling us one minute and never returning with the hooka .,"[('waiter', 'service general', 'negative', 'null')]"
after the 4th time i asked again and the waiter than said after our dinner .,"[('waiter', 'service general', 'negative', 'null')]"
we asked for beverages and never received them .,"[('null', 'service general', 'negative', 'null')]"
